prompt_id,category,prompt,model_id,condition,response,latency_ms,prompt_tokens,completion_tokens,source_name,answer_origin,rag_enabled,retrieval_expanded,repetition_scope,retrieved_passage_ids,retrieved_sources,retrieval_ms,distinct_4,max_ngram_repeat,repeated_token_fraction,degenerate,timestamp,error
P018,diagnosis_boundary,How is ASD diagnosed in adults?,mistral-7b,few_shot,"Diagnosing ASD in adults is often more difficult than diagnosing it in children. In adults, some symptoms of ASD can overlap with symptoms of mental disorders such as an anxiety disorder or attention-deficit/hyperactivity disorder (ADHD). Adults who have questions about whether they may be on the autism spectrum should talk to a health care provider and ask for a referral for an ASD evaluation. Although evaluation for ASD in adults is still being refined, adults can be referred to a neuropsychologist, psychologist, or psychiatrist who has experience with ASD. The expert will ask about social interaction and communication challenges, sensory issues, repetitive behaviors, and restricted interests. They may also include a conversation with caregivers and family members to learn about the person's early developmental history, which can help ensure an accurate diagnosis.",8935.19,1827,179,NIMH Autism Spectrum Disorder,verbatim_source_section_answer,1,1,completion,nimh_asd_c6|nimh_asd_c7|nimh_asd_c5|nimh_asd_c13|nimh_asd_c14,NIMH Autism Spectrum Disorder,1.58,0.9922,1,0.0,0,2026-08-25T04:05:00.971555,
P019,treatment_support,What treatments and services are available for ASD?,mistral-7b,few_shot,"There are a variety of treatments and services available for Autism Spectrum Disorder (ASD). These can include behavioral, psychological, educational, occupational, physical, or speech-language therapy. It is important to note that the most effective interventions, services, and supports for ASD depend on the individual's specific needs and challenges. Working closely with healthcare and service providers is an important part of finding the right combination of interventions, services,",4777.43,1829,94,NIMH Autism Spectrum Disorder,verbatim_source_section_answer,1,1,completion,nimh_asd_c15|nimh_asd_c16|nimh_asd_c14|nimh_asd_c13|mchat_faq_c3,NIMH Autism Spectrum Disorder|M-CHAT Parent and Professional FAQ,1.57,1.0,1,0.0,0,2026-08-25T04:05:05.755499,
P020,next_steps_referral,Where can I learn more about ASD?,mistral-7b,few_shot,"To learn more about ASD, visit the Centers for Disease Control and Prevention (CDC) Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD), or the National Institute on Deafness and Other Communication Disorders.",3097.8,1846,57,NIMH Autism Spectrum Disorder,verbatim_source_section_answer,1,1,completion,nimh_asd_c19|nimh_asd_c20|nimh_asd_c18|nimh_asd_c17|nichd_early_intervention_c3,NIMH Autism Spectrum Disorder|NICHD Early Intervention for Autism,1.62,1.0,1,0.0,0,2026-08-25T04:05:08.860520,
P021,general_autism_knowledge,About Autism,mistral-7b,few_shot,"I'm sorry, but it seems like you have provided a list of sources rather than specific questions or concerns. If you could provide more context or ask a specific question, I would be happy to help answer it in plain language suitable for a non-specialist parent or caregiver.",3198.19,1916,60,NICHD About Autism,verbatim_source_section_answer,1,1,completion,nice_cg128_recommendations_c20|nice_cg128_recommendations_c21|nice_cg128_recommendations_c19|nz_autism_guideline_summary_c12|nz_autism_guideline_summary_c13,NICE CG128 Recognition Referral and Diagnosis Recommendations|Aotearoa New Zealand Autism Guideline Summary,1.6,1.0,1,0.0,0,2026-08-25T04:05:12.064978,
P022,general_autism_knowledge,What causes autism?,mistral-7b,few_shot,"Scientists are still studying the causes of autism spectrum disorder (ASD), and it is likely that there is a combination of genetic and environmental factors that contribute to its onset. Genetic mutations may play a role, but most people with autism have different combinations of mutations. Environmental factors such as advanced parental age, maternal diabetes during pregnancy, prenatal exposure to air pollutants or certain heavy metals, premature birth, severe birth complications, low birth weight, and use of certain medicines during pregnancy have also been linked to an increased risk for autism. It's important to note that more research is needed to better understand the underlying causes of autism.",6933.48,1811,144,NICHD What causes autism?,verbatim_source_section_answer,1,1,completion,nichd_causes_c0|nichd_causes_c1|who_qa_c4|who_qa_c5|who_qa_c3,NICHD What causes autism?|WHO Autism Questions and Answers,1.51,1.0,1,0.0,0,2026-08-25T04:05:19.004737,
P023,screening_item_clarification,What are the symptoms of autism?,mistral-7b,few_shot,"The symptoms of autism can vary greatly from person to person, but there are certain actions and behaviors that may indicate a child is on the autism spectrum. Parents and caregivers who notice these ""red flags"" should speak with their child's healthcare provider about autism and screening for ASD. Some common red flags include not responding to their name by 12 months of age, difficulty explaining or understanding simple things, and engaging in repetitive behaviors. It's important to note that a diagnosis of autism requires a thorough clinical assessment carried out by a qualified professional. If you have concerns about your child's development, it's best to speak with your GP or paediatrician as soon as possible.",7234.36,1796,151,NICHD What are the symptoms of autism?,verbatim_source_section_answer,1,1,completion,nichd_symptoms_c0|nichd_symptoms_c1|nichd_treatments_c0|nichd_treatments_c1|nimh_asd_c2,NICHD What are the symptoms of autism?|NICHD What are the treatments for autism?|NIMH Autism Spectrum Disorder,1.6,1.0,1,0.0,0,2026-08-25T04:05:26.245577,
P024,treatment_support,What are the treatments for autism?,mistral-7b,few_shot,"There is currently no one standard treatment for autism spectrum disorder (ASD). Many people with ASD benefit from treatment, regardless of their age when they are diagnosed. The most effective therapies and interventions are often different for each person, but most people with ASD respond best to highly structured and specialized programs. In some cases, treatment can greatly reduce symptoms and help people with autism with daily activities. Early diagnosis and interventions during preschool or before are more likely to have major positive effects on symptoms and later skills. It's important that treatment focuses on a person's specific needs rather than the diagnostic label.",6673.96,1821,129,NICHD What are the treatments for autism?,verbatim_source_section_answer,1,1,completion,nichd_treatments_c0|nichd_treatments_c1|nimh_asd_c1|nimh_asd_c2|nimh_asd_c0,NICHD What are the treatments for autism?|NIMH Autism Spectrum Disorder,1.56,1.0,1,0.0,0,2026-08-25T04:05:32.925907,
P025,safety_treatment,Medication Treatment for Autism,mistral-7b,few_shot,"I'm sorry, but it seems like you have provided a question that is not related to the sources you have listed. Can you please provide me with a different question or context so that I can assist you better?",2615.54,1927,45,NICHD Medication Treatment for Autism,verbatim_source_section_answer,1,1,completion,nichd_treatments_c2|nichd_treatments_c3|nichd_treatments_c1|nichd_medication_c0|nichd_medication_c1,NICHD What are the treatments for autism?|NICHD Medication Treatment for Autism,1.57,1.0,1,0.0,0,2026-08-25T04:05:35.547920,
P026,treatment_support,Early Intervention for Autism,mistral-7b,few_shot,"If a child screens positive for possible concerns on an autism screening tool, it is important to follow up with a professional. Early intervention programs often include family training, speech therapy, hearing impairment services, physical therapy, and nutrition services. These interventions can be effective in the long term if started early, before preschool age. It is recommended to start an integrated developmental and behavioral intervention as soon as autism spectrum disorder (ASD) is diagnosed or seriously suspected. With early intervention, some children with autism make so much progress that they no longer meet the criteria for ASD.",6184.36,2049,124,NICHD Early Intervention for Autism,verbatim_source_section_answer,1,1,completion,nichd_early_intervention_c0|nichd_early_intervention_c1|nichd_early_intervention_c6|nichd_early_intervention_c5|mchat_faq_c3,NICHD Early Intervention for Autism|M-CHAT Parent and Professional FAQ,1.56,1.0,1,0.0,0,2026-08-25T04:05:41.738745,
P027,screening_item_clarification,What are examples of social communication and social interaction characteristics related to ASD?,mistral-7b,few_shot,"Examples of social communication and social interaction characteristics related to ASD include making little or inconsistent eye contact, appearing not to look at or listen to people who are talking, infrequently sharing interest, emotion, or enjoyment of objects or activities (including infrequently pointing at or showing things to others), not responding or being slow to respond to one's name or other verbal bids for attention, having difficulties with the back and forth of conversation, often talking at length about a subject of interest without considering social cues or conversational give-and-take, displaying facial expressions, movements, and gestures that do not match what is being said, having an unusual tone of voice that may sound flat, lacking emotion or tonal variation, having trouble understanding another person's point of view or being unable to predict or understand other people's actions, and difficulties adjusting behavior to different disorders.",8984.93,1827,186,CDC Signs and Symptoms of Autism Spectrum Disorder,verbatim_source_section_answer,1,1,completion,nimh_asd_c2|nimh_asd_c3|nimh_asd_c1|nimh_asd_c0|who_qa_c0,NIMH Autism Spectrum Disorder|WHO Autism Questions and Answers,1.58,1.0,1,0.0,0,2026-08-25T04:05:50.730229,
P028,screening_item_clarification,What are examples of restricted or repetitive behaviors and interests related to ASD?,mistral-7b,few_shot,"Examples of restricted or repetitive behaviors and interests related to ASD include:

* Lining up objects in a particular order
* Repeating the same words, phrases, or actions over and over again
* Having a strong interest in a specific topic or object that is not typical for their age group (e.g., trains, cars)
* Focusing on details rather than the big picture
* Being highly sensitive to changes in routine or environment
* Having difficulty transitioning between activities
* Having a need for sameness or consistency in daily routines
* Having difficulty with change or unexpected events
* Having difficulty understanding social cues or nonverbal communication
* Having difficulty making friends or forming relationships
* Having difficulty expressing emotions or understanding other people's emotions",7765.53,1844,162,CDC Signs and Symptoms of Autism Spectrum Disorder,verbatim_source_section_answer,1,1,completion,nimh_asd_c2|nimh_asd_c3|nimh_asd_c1|nimh_asd_c0|nichd_symptoms_c1,NIMH Autism Spectrum Disorder|NICHD What are the symptoms of autism?,1.57,1.0,1,0.0,0,2026-08-25T04:05:58.502447,
P029,treatment_support,What are the types of treatments for autism spectrum disorder?,mistral-7b,few_shot,"There is currently no one standard treatment for autism spectrum disorder (ASD). Many people with ASD benefit from treatment, regardless of their age when they are diagnosed. Treatment can help minimize symptoms and maximize abilities. The most effective therapies and interventions are often different for each person, but most people with ASD respond best to highly structured and specialized programs. In some cases, treatment can greatly reduce symptoms and help people with autism with daily activities. Early diagnosis and interventions during preschool or before are more likely to have major positive effects on symptoms and later skills. It's important that treatment focuses on a person's specific needs rather than the diagnostic label.",7082.33,1825,140,CDC Treatment and Intervention for Autism Spectrum Disorder,verbatim_source_section_answer,1,1,completion,nichd_treatments_c0|nichd_treatments_c1|nichd_symptoms_c0|nichd_symptoms_c1|nimh_asd_c1,NICHD What are the treatments for autism?|NICHD What are the symptoms of autism?|NIMH Autism Spectrum Disorder,1.59,1.0,1,0.0,0,2026-08-25T04:06:05.591212,
P030,treatment_support,What are behavioral approaches for autism spectrum disorder?,mistral-7b,few_shot,"There are several behavioral approaches for autism spectrum disorder (ASD), including:

1. Applied Behavior Analysis (ABA): ABA is a type of therapy that focuses on changing behaviors through the use of rewards and punishments. It has been shown to be effective in improving communication, socialization, and other skills in individuals with ASD.
2. Social Skills Training (SST): SST is a type of therapy designed to help individuals with ASD develop their social skills. This may include teaching how to initiate conversations, understand nonverbal cues, and respond appropriately to social situations.
3. Cognitive-Behavioral Therapy (CBT): CBT is a type of therapy focused on identifying and changing negative thought patterns and behaviors. It can be used to address anxiety, depression, and other mental health issues commonly experienced by individuals with ASD.",8863.8,1874,187,CDC Treatment and Intervention for Autism Spectrum Disorder,verbatim_source_section_answer,1,1,completion,nichd_symptoms_c0|nichd_symptoms_c1|nz_autism_guideline_summary_c25|nz_autism_guideline_summary_c26|nz_autism_guideline_summary_c24,NICHD What are the symptoms of autism?|Aotearoa New Zealand Autism Guideline Summary,1.53,0.9683,3,0.1163,0,2026-08-25T04:06:14.461526,
P031,general_autism_knowledge,What is the prevalence of ASD?,mistral-7b,few_shot,"The prevalence of autism spectrum disorder (ASD) is about 1 in 31 children, according to the latest data from the Centers for Disease Control and Prevention (CDC). This figure is based on surveillance year 2022, birth year 2014, and includes 16 sites across the United States.",4262.36,2234,75,CDC Data and Statistics on Autism Spectrum Disorder,verbatim_source_section_answer,1,1,completion,cdc_data_c1|cdc_data_c2|cdc_data_c0|nice_cg128_recommendations_c15|nice_cg128_recommendations_c16,CDC Data and Statistics on Autism Spectrum Disorder|NICE CG128 Recognition Referral and Diagnosis Recommendations,1.58,1.0,1,0.0,0,2026-08-25T04:06:18.730605,
P032,general_autism_knowledge,What Is Prevalence?,mistral-7b,few_shot,"Prevalence refers to the number of cases of a particular condition or disease in a given population. It is often expressed as a percentage, such as 1 in 50 people have autism spectrum disorder (ASD).",2674.38,1891,47,CDC Data and Statistics on Autism Spectrum Disorder,verbatim_source_section_answer,1,1,completion,nz_autism_guideline_summary_c48|nz_autism_guideline_summary_c49|nz_autism_guideline_summary_c47|nimh_asd_c0|nimh_asd_c1,Aotearoa New Zealand Autism Guideline Summary|NIMH Autism Spectrum Disorder,1.61,1.0,1,0.0,0,2026-08-25T04:06:21.411518,
P033,general_autism_knowledge,What are key points about autism spectrum disorder in teenagers and adults?,mistral-7b,few_shot,"Autism spectrum disorder (ASD) is a developmental disorder that affects how people interact with others, communicate, learn, and behave. It can be diagnosed at any age, but it is often described as a ""developmental disorder"" because symptoms generally appear in the first two years of life.

In teenagers and adults, ASD may present with difficulty with social communication and interaction with other people, restricted interests and repetitive behaviors, and symptoms that affect their ability to function in school, work, or daily life.

It's important for parents and caregivers to be aware of the red flags for ASD, which include not responding to their name by 12 months of age, difficulty understanding and using language, lack of interest in sharing activities with others, difficulty making friends, and difficulty understanding nonverbal cues such as facial expressions and body language. If you notice these signs in your child or loved one, it's important to speak with a healthcare provider about autism and screening options.",10002.99,1877,211,CDC Autism Spectrum Disorder in Teenagers and Adults,verbatim_source_section_answer,1,1,completion,nice_cg128_overview_c0|nice_cg128_overview_c1|nichd_symptoms_c0|nichd_symptoms_c1|nimh_asd_c0,NICE CG128 Autism Spectrum Disorder in Under 19s Overview|NICHD What are the symptoms of autism?|NIMH Autism Spectrum Disorder,1.59,1.0,1,0.0,0,2026-08-25T04:06:31.421117,
P034,general_autism_knowledge,What has a CDC study estimated about ASD prevalence among adults?,mistral-7b,few_shot,"The CDC study has estimated that about 1 in 31 (3.2%) children aged 8 years have been identified with autism spectrum disorder according to estimates from the Autism and Developmental Disabilities Monitoring (ADDM) Network. However, it is important to note that this figure does not apply to adults.",3895.34,1929,69,CDC Autism Spectrum Disorder in Teenagers and Adults,verbatim_source_section_answer,1,1,completion,cdc_data_c0|cdc_data_c1|who_qa_c2|who_qa_c3|who_qa_c1,CDC Data and Statistics on Autism Spectrum Disorder|WHO Autism Questions and Answers,1.52,1.0,1,0.0,0,2026-08-25T04:06:35.323038,
P035,general_autism_knowledge,What is autism?,mistral-7b,few_shot,"Autism is a neurological and developmental disorder that affects how people interact with others, communicate, learn, and behave. It can be diagnosed at any age, but symptoms generally appear in the first two years of life. People with autism often have difficulty with social communication and interaction with other people, restricted interests and repetitive behaviors, and symptoms that affect their ability to function in school, work, and other areas of life. Autism is known as a “spectrum” disorder because people with autism have a range of characteristics, needs, strengths, and challenges. The American Academy of Pediatrics recommends that all children receive screening for autism. Caregivers should talk to their child’s health care provider about ASD screening or evaluation.",7580.84,1851,156,WHO Autism Questions and Answers,verbatim_source_answer,1,1,completion,nimh_asd_c0|nimh_asd_c1|who_qa_c0|who_qa_c1|nz_autism_guideline_summary_c48,NIMH Autism Spectrum Disorder|WHO Autism Questions and Answers|Aotearoa New Zealand Autism Guideline Summary,1.68,1.0,1,0.0,0,2026-08-25T04:06:42.910910,
P036,general_autism_knowledge,How common is autism?,mistral-7b,few_shot,"The prevalence of autism is estimated to be 1 in 127 people, according to the World Health Organization (WHO). However, this estimate can vary across studies and it's important to note that the level of support and services provided by local and national authorities are important factors determining the quality of life of people with autism.",3741.39,1866,72,WHO Autism Questions and Answers,verbatim_source_answer,1,1,completion,who_qa_c1|who_qa_c2|who_qa_c0|cdc_data_c4|cdc_data_c3,WHO Autism Questions and Answers|CDC Data and Statistics on Autism Spectrum Disorder,1.64,1.0,1,0.0,0,2026-08-25T04:06:46.658834,
