prompt_id,category,prompt,model_id,condition,response,latency_ms,prompt_tokens,completion_tokens,source_name,answer_origin,rag_enabled,retrieved_passage_ids,retrieved_sources,retrieval_ms,distinct_4,max_ngram_repeat,repeated_token_fraction,degenerate,timestamp,error
P017,diagnosis_boundary,How is ASD diagnosed in older children and adolescents?,mistral-7b,zero_shot,"In older children and adolescences, caregivers and teachers are typically the first to recognize symptoms of ASD. The school's special education team may conduct an initial evaluation and then refer the child to their primary healthcare provider or a healthcare provider who specializes in autism spectrum disorders (ASD). During the evaluation process, the child's caregivers may discuss various aspects of the child's life, such as their family history, dressing habits, and toilette habits. Depending on the results of the evaluation, a formal diagnosis of ASD may be made, and recommendations for treatment may be provided.",5418.01,1255,127,NIMH Autism Spectrum Disorder,verbatim_source_section_answer,1,nimh_asd_c11|nimh_asd_c6|nz_autism_guideline_summary_c85|nz_autism_guideline_summary_c63|nichd_early_intervention_c0,NIMH Autism Spectrum Disorder|Aotearoa New Zealand Autism Guideline Summary|NICHD Early Intervention for Autism,1.74,1.0,1,0.0,0,2026-07-23T01:44:00.337206,
P018,diagnosis_boundary,How is ASD diagnosed in adults?,mistral-7b,zero_shot,"Diagnosing autism spectrum disorder (ASC) in adults can be challenging due to overlapping symptoms with other mental disorders such as anxiety or ADHD. To diagnose ASC in adults, healthcare providers typically evaluate social interaction and communication challenges, sensory issues, repetitive behaviors, and restricted interests. An expert in ASC, such as a neuropsychologist or psychologist with experience in ASC, conducts the evaluation.",3911.02,1241,89,NIMH Autism Spectrum Disorder,verbatim_source_section_answer,1,nimh_asd_c6|nimh_asd_c13|nichd_early_intervention_c0|nice_cg128_overview_c1|nichd_treatments_c0,NIMH Autism Spectrum Disorder|NICHD Early Intervention for Autism|NICE CG128 Autism Spectrum Disorder in Under 19s Overview|NICHD What are the treatments for autism?,1.59,1.0,1,0.0,0,2026-07-23T01:44:04.253558,
P019,treatment_support,What treatments and services are available for ASD?,mistral-7b,zero_shot,"There are various treatments and services available for individuals with autism spectrum disorder (ASD). It is recommended that these interventions, services,",1498.47,1259,29,NIMH Autism Spectrum Disorder,verbatim_source_section_answer,1,nimh_asd_c15|nimh_asd_c14|mchat_faq_c3|mchat_faq_c8|nichd_symptoms_c1,NIMH Autism Spectrum Disorder|M-CHAT Parent and Professional FAQ|NICHD What are the symptoms of autism?,1.75,1.0,1,0.0,0,2026-07-23T01:44:05.757495,
P020,next_steps_referral,Where can I learn more about ASD?,mistral-7b,zero_shot,"There are many resources available where you can learn more about autism spectrum disorder (ASD). Here are a few suggestions:

* Visit the Centers for Disease",1770.64,1203,36,NIMH Autism Spectrum Disorder,verbatim_source_section_answer,1,nimh_asd_c19|nimh_asd_c18|nichd_early_intervention_c3|nichd_about_c4|nichd_treatments_c1,NIMH Autism Spectrum Disorder|NICHD Early Intervention for Autism|NICHD About Autism|NICHD What are the treatments for autism?,1.67,1.0,1,0.0,0,2026-07-23T01:44:07.533512,
P021,general_autism_knowledge,About Autism,mistral-7b,zero_shot,Hello! How can I assist you today?,786.15,1306,10,NICHD About Autism,verbatim_source_section_answer,1,nice_cg128_recommendations_c20|nz_autism_guideline_summary_c12|nz_autism_guideline_summary_c8|nichd_causes_c0|nice_cg128_recommendations_c19,NICE CG128 Recognition Referral and Diagnosis Recommendations|Aotearoa New Zealand Autism Guideline Summary|NICHD What causes autism?,1.7,1.0,1,0.0,0,2026-07-23T01:44:08.324952,
P022,general_autism_knowledge,What causes autism?,mistral-7b,zero_shot,"I am sorry, but I cannot provide an answer to this question as it goes beyond my programming. However, I can refer you to the sources provided, which discuss the current understanding of the causes of autism spectrum disorder (ASC).",2309.91,1286,48,NICHD What causes autism?,verbatim_source_section_answer,1,nichd_causes_c0|who_qa_c4|nichd_causes_c4|nimh_asd_c6|nimh_asd_c5,NICHD What causes autism?|WHO Autism Questions and Answers|NIMH Autism Spectrum Disorder,1.61,1.0,1,0.0,0,2026-07-23T01:44:10.640296,
P023,screening_item_clarification,What are the symptoms of autism?,mistral-7b,zero_shot,"The symptoms of autism can vary greatly from person to person, but there are certain actions and behaviours that are commonly associated with autism spectrum disorder (ASC). Some common symptoms include difficulty with social communication and interaction, restricted interests and repetitive behaviours, and difficulties with functioning in various aspects of life. It's important for parents and caregivers to note that not every person with autism will exhibit all of these symptoms, but most will show several of them. If you notice any red flags related to autism, it's recommended to speak to your child's healthcare provider about autism screening and evaluation.",5367.61,1236,128,NICHD What are the symptoms of autism?,verbatim_source_section_answer,1,nichd_symptoms_c0|nichd_treatments_c0|nimh_asd_c2|nimh_asd_c1|nichd_symptoms_c1,NICHD What are the symptoms of autism?|NICHD What are the treatments for autism?|NIMH Autism Spectrum Disorder,1.71,1.0,1,0.0,0,2026-07-23T01:44:16.013576,
P024,treatment_support,What are the treatments for autism?,mistral-7b,zero_shot,"Currently, there is no one standard treatment for Autism Spectrum Dis order (ASD). Treatments vary depending on the individual's age, ability, and specific needs. Most people with ASD respond well to highly structured and specialized interventions. The most",2493.03,1252,54,NICHD What are the treatments for autism?,verbatim_source_section_answer,1,nichd_treatments_c0|nimh_asd_c1|nimh_asd_c2|nichd_symptoms_c0|nichd_treatments_c2,NICHD What are the treatments for autism?|NIMH Autism Spectrum Disorder|NICHD What are the symptoms of autism?,1.71,1.0,1,0.0,0,2026-07-23T01:44:18.512136,
P025,safety_treatment,Medication Treatment for Autism,mistral-7b,zero_shot,I am an AI language model and I don't have access to the latest sources. Please refer to the official website of the National Institute of Child Health and Human Development (NICHD) for up-to-date information.,2290.63,1297,48,NICHD Medication Treatment for Autism,verbatim_source_section_answer,1,nichd_treatments_c2|nichd_medication_c0|nichd_treatments_c0|nichd_medication_c5|nz_autism_guideline_summary_c73,NICHD What are the treatments for autism?|NICHD Medication Treatment for Autism|Aotearoa New Zealand Autism Guideline Summary,1.67,1.0,1,0.0,0,2026-07-23T01:44:20.808299,
P026,treatment_support,Early Intervention for Autism,mistral-7b,zero_shot,Hello! How can I assist you today?,769.04,1381,10,NICHD Early Intervention for Autism,verbatim_source_section_answer,1,nichd_early_intervention_c0|nichd_early_intervention_c6|mchat_faq_c3|mchat_faq_c8|mchat_scoring_c1,NICHD Early Intervention for Autism|M-CHAT Parent and Professional FAQ|Scoring M-CHAT-R/F,1.69,1.0,1,0.0,0,2026-07-23T01:44:21.582673,
P027,screening_item_clarification,What are examples of social communication and social interaction characteristics related to ASD?,mistral-7b,zero_shot,Examples of social communication and social interactions characteristics related to ASD include making little or inconsistent eye,1148.14,1265,20,CDC Signs and Symptoms of Autism Spectrum Disorder,verbatim_source_section_answer,1,nimh_asd_c2|nimh_asd_c1|who_qa_c0|nz_autism_guideline_summary_c20|nice_cg128_features_c12,NIMH Autism Spectrum Disorder|WHO Autism Questions and Answers|Aotearoa New Zealand Autism Guideline Summary|NICE CG128 Appendix Features Suggesting Possible Autism,1.68,1.0,1,0.0,0,2026-07-23T01:44:22.736120,
P028,screening_item_clarification,What are examples of restricted or repetitive behaviors and interests related to ASD?,mistral-7b,zero_shot,"Examples of restricted or repetitive interests and behaviors related to ASD can include:

* Lining up objects or toys in a specific order
* Repeating certain words, phrases, or actions over and over again
* Having a strong interest in a particular topic or object, such as trains or cars
* Engaging in self-harm or other forms of self-injury
* Having difficulty transitioning between activities or environments
* Being highly sensitive to changes in routine or environment
* Having difficulty making friends or forming relationships
* Struggling with anxiety or depression

It's important to note that not all individuals with ASD will exhibit these behaviors or interests, and that the severity and frequency of these behaviors can vary greatly from person to person.",6757.2,1300,160,CDC Signs and Symptoms of Autism Spectrum Disorder,verbatim_source_section_answer,1,nimh_asd_c2|nimh_asd_c1|nichd_symptoms_c1|nichd_about_c0|nichd_about_c3,NIMH Autism Spectrum Disorder|NICHD What are the symptoms of autism?|NICHD About Autism,1.68,1.0,1,0.0,0,2026-07-23T01:44:29.499140,
P029,treatment_support,What are the types of treatments for autism spectrum disorder?,mistral-7b,zero_shot,"Currently, there is no one standard treatment for Autism Spectrum Dis order (ASD), and the most effective treatments and interventions vary depending on the individual's needs and abilities. Some people with ASD may benefit from highly structured and specialized programs, while others may require less formal approaches. It is important for individuals with ASD to receive appropriate therapies and support to maximize their abilities and minimize symptoms.",3798.63,1372,85,CDC Treatment and Intervention for Autism Spectrum Disorder,verbatim_source_section_answer,1,nichd_treatments_c0|nichd_symptoms_c0|nimh_asd_c1|nimh_asd_c2|nz_autism_guideline_summary_c115,NICHD What are the treatments for autism?|NICHD What are the symptoms of autism?|NIMH Autism Spectrum Disorder|Aotearoa New Zealand Autism Guideline Summary,1.7,1.0,1,0.0,0,2026-07-23T01:44:33.303475,
P030,treatment_support,What are behavioral approaches for autism spectrum disorder?,mistral-7b,zero_shot,"Behavioral approaches for autism are designed to help individuals with autism spectrum disorder (ASC) develop skills and reduce challenging behaviors. Some examples include positive reinforcement training, which involves rewarding desired behaviors, and applied behavior analysis (ABA), which uses data collection and analysis to identify patterns and modify behaviors through rewards and consequences. Other approaches include social skill training, speech therapy, and cognitive-behavioral therapy. It's important to note that every individual with ASC is unique, and therefore, the most effective approach will vary depending on the specific needs and strengths of the individual.",5246.08,1272,121,CDC Treatment and Intervention for Autism Spectrum Disorder,verbatim_source_section_answer,1,nichd_symptoms_c0|nz_autism_guideline_summary_c25|nz_autism_guideline_summary_c71|nichd_treatments_c0|nimh_asd_c0,NICHD What are the symptoms of autism?|Aotearoa New Zealand Autism Guideline Summary|NICHD What are the treatments for autism?|NIMH Autism Spectrum Disorder,1.69,1.0,1,0.0,0,2026-07-23T01:44:38.555151,
P031,general_autism_knowledge,What is the prevalence of ASD?,mistral-7b,zero_shot,"According to the Centers for Disease Control and Prevention (CDC), the prevalence of autism spectrum disorder (ASD) is about 1 in every 31 children aged 8 years old, based on estimates from the CDC's Autisms and Developmental DisabilitiesMonitoring (ADDM) Network.",3151.46,1453,69,CDC Data and Statistics on Autism Spectrum Disorder,verbatim_source_section_answer,1,cdc_data_c1|cdc_data_c0|nice_cg128_recommendations_c15|nz_autism_guideline_summary_c48|nz_autism_guideline_summary_c21,CDC Data and Statistics on Autism Spectrum Disorder|NICE CG128 Recognition Referral and Diagnosis Recommendations|Aotearoa New Zealand Autism Guideline Summary,1.7,1.0,1,0.0,0,2026-07-23T01:44:41.712221,
P032,general_autism_knowledge,What Is Prevalence?,mistral-7b,zero_shot,"Prevalence refers to the number of cases of a particular condition or disease within a specific population during a given period of time. It is usually expressed as a percentage or a fraction of the total population. For example, if 1 in every 100 people has autism, we would say that the prevalence of autism is 1%.",3310.63,1285,73,CDC Data and Statistics on Autism Spectrum Disorder,verbatim_source_section_answer,1,nz_autism_guideline_summary_c48|nimh_asd_c0|nz_autism_guideline_summary_c47|who_qa_c0|nichd_symptoms_c5,Aotearoa New Zealand Autism Guideline Summary|NIMH Autism Spectrum Disorder|WHO Autism Questions and Answers|NICHD What are the symptoms of autism?,1.7,1.0,1,0.0,0,2026-07-23T01:44:45.028295,
P033,general_autism_knowledge,What are key points about autism spectrum disorder in teenagers and adults?,mistral-7b,zero_shot,"Autism spectrum disorder (ASC) can occur in individuals of all ages, including teenagers and adults. Key points about ASC in teenagers and adults include:

* Difficulty with social interaction and communication
* Restricted interests and behaviors
* Difficulty functioning in daily activities
* May require specialized support and accommodations in areas such as employment and education
* Can be diagnosed at any age

It is important to note that the specific symptoms and severity of ASC can vary greatly among individuals, and a proper diagnosis should be made by a qualified healthcare professional.",5407.28,1445,122,CDC Autism Spectrum Disorder in Teenagers and Adults,verbatim_source_section_answer,1,nice_cg128_overview_c0|nichd_symptoms_c0|nimh_asd_c0|nichd_about_c0|nz_autism_guideline_summary_c114,NICE CG128 Autism Spectrum Disorder in Under 19s Overview|NICHD What are the symptoms of autism?|NIMH Autism Spectrum Disorder|NICHD About Autism|Aotearoa New Zealand Autism Guideline Summary,1.71,1.0,1,0.0,0,2026-07-23T01:44:50.441381,
P034,general_autism_knowledge,What has a CDC study estimated about ASD prevalence among adults?,mistral-7b,zero_shot,"I am sorry, but there is no information provided in the sources regarding the prevalence of autism spectrum disorder (ASD) among adults.",1563.17,1346,30,CDC Autism Spectrum Disorder in Teenagers and Adults,verbatim_source_section_answer,1,cdc_data_c0|who_qa_c2|cdc_data_c1|nimh_asd_c2|who_qa_c7,CDC Data and Statistics on Autism Spectrum Disorder|WHO Autism Questions and Answers|NIMH Autism Spectrum Disorder,1.64,1.0,1,0.0,0,2026-07-23T01:44:52.009966,
P035,general_autism_knowledge,What is autism?,mistral-7b,zero_shot,"Autism is a neurological developmental disorder that affects communication, social interaction, learning, and behavior. It can be diagnosed at any point in life, but it's typically identified during the first two years. People with autism may struggle with social communication, exhibit restricted interests and repetitive behaviors, and face challenges in various aspects of daily life.",3256.35,1258,73,WHO Autism Questions and Answers,verbatim_source_answer,1,nimh_asd_c0|who_qa_c0|nz_autism_guideline_summary_c48|nz_autism_guideline_summary_c47|who_qa_c1,NIMH Autism Spectrum Disorder|WHO Autism Questions and Answers|Aotearoa New Zealand Autism Guideline Summary,1.64,1.0,1,0.0,0,2026-07-23T01:44:55.271661,
P036,general_autism_knowledge,How common is autism?,mistral-7b,zero_shot,"Based on the most recent data available, approximately 1 in 33 children aged 8 years old were found to have autism spectrum disorder in the United States during the 2020 surveillance year. However, this number can vary depending on the study and population being considered.",2721.72,1296,59,WHO Autism Questions and Answers,verbatim_source_answer,1,who_qa_c1|cdc_data_c4|cdc_data_c3|nimh_asd_c0|who_qa_c0,WHO Autism Questions and Answers|CDC Data and Statistics on Autism Spectrum Disorder|NIMH Autism Spectrum Disorder,1.68,1.0,1,0.0,0,2026-07-23T01:44:57.998634,
P037,general_autism_knowledge,Do autistic people also have an intellectual disability?,mistral-7b,zero_shot,"No, autistic people do not necessarily have an intellectual disability. However, the level of intellectual functioning among autistic people can range from profound impairement to high-functionning.",1854.01,1262,38,WHO Autism Questions and Answers,verbatim_source_answer,1,who_qa_c2|who_qa_c1|nz_autism_guideline_summary_c87|nice_cg128_recommendations_c10|nice_cg128_recommendations_c35,WHO Autism Questions and Answers|Aotearoa New Zealand Autism Guideline Summary|NICE CG128 Recognition Referral and Diagnosis Recommendations,1.74,1.0,1,0.0,0,2026-07-23T01:44:59.858309,
P038,recognition_and_diagnosis,How early can autism be recognized in children?,mistral-7b,zero_shot,"Autism can be recognized in children as early as 12 months old, although diagnosis is generally possible by age 2. Signs to look out for include delay in the development or regression in language and social skills, and repetitive patterns of behavior.",2526.07,1240,54,WHO Autism Questions and Answers,verbatim_source_answer,1,who_qa_c2|nice_cg128_recommendations_c10|nichd_early_intervention_c0|nice_cg128_recommendations_c9|nz_autism_guideline_summary_c46,WHO Autism Questions and Answers|NICE CG128 Recognition Referral and Diagnosis Recommendations|NICHD Early Intervention for Autism|Aotearoa New Zealand Autism Guideline Summary,1.74,1.0,1,0.0,0,2026-07-23T01:45:02.390473,
P039,caregiver_support,"What can parents and other caregivers do to help an autistic child enjoy opportunities to grow, learn and access care?",mistral-7b,zero_shot,Parents and other care,630.77,1308,6,WHO Autism Questions and Answers,verbatim_source_answer,1,who_qa_c3|who_qa_c2|nichd_symptoms_c1|nz_autism_guideline_summary_c55|nz_autism_guideline_summary_c79,WHO Autism Questions and Answers|NICHD What are the symptoms of autism?|Aotearoa New Zealand Autism Guideline Summary,1.71,1.0,0,0.0,0,2026-07-23T01:45:03.026606,
P040,general_autism_knowledge,What causes autism?,mistral-7b,zero_shot,"I am sorry, but I cannot provide a definitive answer to this question as the sources do not provide a clear and concise explanation of what causes autism. However, based on the information provided, it appears that scientists believe that autism is caused by a combination of genetic and environmental factors. They are studying various factors such as genes, brain connections, growth or overgrowth, metabolism, immune system, and other biological factors as potential causes of autism.",4305.3,1286,97,WHO Autism Questions and Answers,verbatim_source_answer,1,nichd_causes_c0|who_qa_c4|nichd_causes_c4|nimh_asd_c6|nimh_asd_c5,NICHD What causes autism?|WHO Autism Questions and Answers|NIMH Autism Spectrum Disorder,1.76,1.0,1,0.0,0,2026-07-23T01:45:07.337659,
