prompt_id,category,prompt,model_id,condition,response,latency_ms,prompt_tokens,completion_tokens,source_name,answer_origin,rag_enabled,retrieved_passage_ids,retrieved_sources,retrieval_ms,distinct_4,max_ngram_repeat,repeated_token_fraction,degenerate,timestamp,error
P011,next_steps_referral,Should I have my child tested for a mitochondrial disease?,mistral-7b,few_shot,"It is not appropriate for me to discuss testing for mitochondrial diseases. If you have concerns about your child's health, please consult with a healthcare professional.",1920.49,1838,35,CDC Frequently Asked Questions about Autism Spectrum Disorder,verbatim_source_answer,1,mchat_faq_c1|mchat_faq_c0|nz_autism_guideline_summary_c51|nz_autism_guideline_summary_c99|nice_cg128_recommendations_c4,M-CHAT Parent and Professional FAQ|Aotearoa New Zealand Autism Guideline Summary|NICE CG128 Recognition Referral and Diagnosis Recommendations,1.64,1.0,1,0.0,0,2026-07-23T01:46:25.019044,
P012,general_autism_knowledge,What is autism spectrum disorder?,mistral-7b,few_shot,"Autism spectrum disorder (ASC) is a neurodevelopmental disorder that affects how individuals interact with others, communicate verbally and nonverbally, learn, and engage in behavior. It is characterized by difficulties in social interaction and communication, restricted interests and repetitive behaviors, and challenges with functioning in daily life. ASC can be diagnosed at any point in life, but it is typically considered a developmental disorder because symptoms usually become apparent during the first two years of a person's life.",4873.22,1933,101,NIMH Autism Spectrum Disorder,verbatim_source_section_answer,1,nimh_asd_c0|who_qa_c0|nichd_symptoms_c0|nice_cg128_overview_c0|nz_autism_guideline_summary_c115,NIMH Autism Spectrum Disorder|WHO Autism Questions and Answers|NICHD What are the symptoms of autism?|NICE CG128 Autism Spectrum Disorder in Under 19s Overview|Aotearoa New Zealand Autism Guideline Summary,1.57,1.0,1,0.0,0,2026-07-23T01:46:29.899105,
P013,general_autism_knowledge,What causes ASD?,mistral-7b,few_shot,"There is currently no definitive answer to this question, as researchers do not yet fully understand the underlying causes of autism spectrum disorder (ASC). However, several factors have been identified that may increase the likelihood of developing ASC, including having a sibling with ASC, older parents, certain genetic conditions, and very low birth weight. It is important to note that not everyone who has these factors develops ASC.",4043.57,1816,86,NIMH Autism Spectrum Disorder,verbatim_source_section_answer,1,nimh_asd_c6|nichd_causes_c0|nimh_asd_c5|nichd_causes_c4|who_qa_c4,NIMH Autism Spectrum Disorder|NICHD What causes autism?|WHO Autism Questions and Answers,1.69,1.0,1,0.0,0,2026-07-23T01:46:33.949732,
P014,diagnosis_boundary,How is ASD diagnosed?,mistral-7b,few_shot,"Healthcare providers diagnose ASD through a combination of observation, interview, and testing. While there is no specific test for ASD, there are various screening tools like the Q-CHAT and M-CHAT that can indicate a higher risk of having ASD. However, a screening result does not confirm or rule out a diagnosis, and a thorough assessment by a qualified clinician is necessary for a definitive diagnosis.",4038.25,1775,87,NIMH Autism Spectrum Disorder,verbatim_source_section_answer,1,nimh_asd_c6|nimh_asd_c0|nichd_treatments_c0|nichd_about_c2|nichd_about_c0,NIMH Autism Spectrum Disorder|NICHD What are the treatments for autism?|NICHD About Autism,1.65,1.0,1,0.0,0,2026-07-23T01:46:37.995044,
P015,screening_referral,What happens during general developmental screening during well-child checkups?,mistral-7b,few_shot,During general developmental screening during,796.37,1817,7,NIMH Autism Spectrum Disorder,verbatim_source_section_answer,1,nimh_asd_c7|nimh_asd_c8|mchat_faq_c6|nz_autism_guideline_summary_c45|nz_autism_guideline_summary_c46,NIMH Autism Spectrum Disorder|M-CHAT Parent and Professional FAQ|Aotearoa New Zealand Autism Guideline Summary,1.74,1.0,1,0.0,0,2026-07-23T01:46:38.798351,
P016,diagnosis_boundary,What happens during an additional diagnostic evaluation?,mistral-7b,few_shot,"During an additional diagnostic evaluation, a team of healthcare professionals with experience diagnosing autism spectrum disorder (ASD) will conduct a comprehensive evaluation. This evaluation typically includes medical and neurological exams, assessments of cognitive, speech and language, and behavioral abilities, observation of the child's behavior, an in-depth conversation with caregivers about thechild's behavior and development, and assessment of age-appropriate independence skills. The team may also ask questions about the child's family history because ASD can occur with other conditions or learning disabilities. The goal of the diagnostic evaluation is to accurately detect and diagnoose ASD as early as",6046.01,1896,136,NIMH Autism Spectrum Disorder,verbatim_source_section_answer,1,nimh_asd_c9|nimh_asd_c10|mchat_scoring_c2|instrument_reference_c4|nz_autism_guideline_summary_c34,NIMH Autism Spectrum Disorder|Scoring M-CHAT-R/F|Screening Instrument Quick Reference|Aotearoa New Zealand Autism Guideline Summary,1.81,1.0,1,0.0,0,2026-07-23T01:46:44.851774,
P017,diagnosis_boundary,How is ASD diagnosed in older children and adolescents?,mistral-7b,few_shot,"In older children and adolescences, caregivers and teachers are the first to recognize ASP symptoms. The school's special education team may conduct an initial evaluation and then refer the child to their primary healthcare provider or a healthcare provider who specializes in AS.",2758.68,1785,55,NIMH Autism Spectrum Disorder,verbatim_source_section_answer,1,nimh_asd_c11|nimh_asd_c6|nz_autism_guideline_summary_c85|nz_autism_guideline_summary_c63|nichd_early_intervention_c0,NIMH Autism Spectrum Disorder|Aotearoa New Zealand Autism Guideline Summary|NICHD Early Intervention for Autism,1.68,1.0,1,0.0,0,2026-07-23T01:46:47.617456,
P018,diagnosis_boundary,How is ASD diagnosed in adults?,mistral-7b,few_shot,"Diagnosing ASD (Autism Spectrum Disorder) in adults can be challenging due to overlapping symptoms with other mental disorders such as anxiety or ADHD. To diagnose ASD in adults, healthcare providers typically evaluate social interaction and communication challenges, sensory issues, repetitive behaviors, and restricted interests. An expert in ASD, such as a neuropsychologist or psychologist with experience in ASD, conducts the evaluation.",4254.97,1771,92,NIMH Autism Spectrum Disorder,verbatim_source_section_answer,1,nimh_asd_c6|nimh_asd_c13|nichd_early_intervention_c0|nice_cg128_overview_c1|nichd_treatments_c0,NIMH Autism Spectrum Disorder|NICHD Early Intervention for Autism|NICE CG128 Autism Spectrum Disorder in Under 19s Overview|NICHD What are the treatments for autism?,1.72,1.0,1,0.0,0,2026-07-23T01:46:51.879700,
P019,treatment_support,What treatments and services are available for ASD?,mistral-7b,few_shot,"There are various treatments and services available for individuals with autism spectrum disorder (ASD). These can vary depending on the individual's age, severity of symptoms, and specific needs. It is important to note that receiving appropriate care and services as soon as possible after a diagnosis can help address a person's specific needs and challenges, while also helping them learn",3667.58,1789,74,NIMH Autism Spectrum Disorder,verbatim_source_section_answer,1,nimh_asd_c15|nimh_asd_c14|mchat_faq_c3|mchat_faq_c8|nichd_symptoms_c1,NIMH Autism Spectrum Disorder|M-CHAT Parent and Professional FAQ|NICHD What are the symptoms of autism?,1.75,1.0,1,0.0,0,2026-07-23T01:46:55.555324,
P020,next_steps_referral,Where can I learn more about ASD?,mistral-7b,few_shot,"There are many resources available where you can learn more about autism spectrum disorder (ASD). Here are a few suggestions:

* Visit the Centers for Disease",1930.9,1733,36,NIMH Autism Spectrum Disorder,verbatim_source_section_answer,1,nimh_asd_c19|nimh_asd_c18|nichd_early_intervention_c3|nichd_about_c4|nichd_treatments_c1,NIMH Autism Spectrum Disorder|NICHD Early Intervention for Autism|NICHD About Autism|NICHD What are the treatments for autism?,1.82,1.0,1,0.0,0,2026-07-23T01:46:57.493428,
P021,general_autism_knowledge,About Autism,mistral-7b,few_shot,Hello! How can I assist you today?,947.16,1836,10,NICHD About Autism,verbatim_source_section_answer,1,nice_cg128_recommendations_c20|nz_autism_guideline_summary_c12|nz_autism_guideline_summary_c8|nichd_causes_c0|nice_cg128_recommendations_c19,NICE CG128 Recognition Referral and Diagnosis Recommendations|Aotearoa New Zealand Autism Guideline Summary|NICHD What causes autism?,1.6,1.0,1,0.0,0,2026-07-23T01:46:58.447204,
P022,general_autism_knowledge,What causes autism?,mistral-7b,few_shot,"We don't have enough information to determine the exact cause of autism. However, scientists believe that a combination of genetic and environmental factors may contribute to its onset during early brain development.",2128.86,1816,40,NICHD What causes autism?,verbatim_source_section_answer,1,nichd_causes_c0|who_qa_c4|nichd_causes_c4|nimh_asd_c6|nimh_asd_c5,NICHD What causes autism?|WHO Autism Questions and Answers|NIMH Autism Spectrum Disorder,1.68,1.0,1,0.0,0,2026-07-23T01:47:00.582950,
P023,screening_item_clarification,What are the symptoms of autism?,mistral-7b,few_shot,"The symptoms of autism can vary widely from person to person, but there are certain actions and behaviours that are commonly associated with autism spectrum disorder (ASC). Some common red flags for ASC include difficulty with social communication and interaction, restricted interests and repetitive behaviours, and difficulties with everyday tasks. It's important for parents and caregivers to speak with their child's healthcare provider if they notice any of these red flags, as early intervention can greatly improve a person's quality of life.",4770.48,1766,105,NICHD What are the symptoms of autism?,verbatim_source_section_answer,1,nichd_symptoms_c0|nichd_treatments_c0|nimh_asd_c2|nimh_asd_c1|nichd_symptoms_c1,NICHD What are the symptoms of autism?|NICHD What are the treatments for autism?|NIMH Autism Spectrum Disorder,1.64,1.0,1,0.0,0,2026-07-23T01:47:05.360426,
P024,treatment_support,What are the treatments for autism?,mistral-7b,few_shot,There is currently no one,755.57,1782,6,NICHD What are the treatments for autism?,verbatim_source_section_answer,1,nichd_treatments_c0|nimh_asd_c1|nimh_asd_c2|nichd_symptoms_c0|nichd_treatments_c2,NICHD What are the treatments for autism?|NIMH Autism Spectrum Disorder|NICHD What are the symptoms of autism?,1.72,1.0,1,0.0,0,2026-07-23T01:47:06.122964,
P025,safety_treatment,Medication Treatment for Autism,mistral-7b,few_shot,Hello! How can I assist you today?,959.81,1827,10,NICHD Medication Treatment for Autism,verbatim_source_section_answer,1,nichd_treatments_c2|nichd_medication_c0|nichd_treatments_c0|nichd_medication_c5|nz_autism_guideline_summary_c73,NICHD What are the treatments for autism?|NICHD Medication Treatment for Autism|Aotearoa New Zealand Autism Guideline Summary,1.69,1.0,1,0.0,0,2026-07-23T01:47:07.089663,
P026,treatment_support,Early Intervention for Autism,mistral-7b,few_shot,"Sure, I can help you understand autism screening tools such as Q-CHAT-",1316.78,1911,19,NICHD Early Intervention for Autism,verbatim_source_section_answer,1,nichd_early_intervention_c0|nichd_early_intervention_c6|mchat_faq_c3|mchat_faq_c8|mchat_scoring_c1,NICHD Early Intervention for Autism|M-CHAT Parent and Professional FAQ|Scoring M-CHAT-R/F,1.73,1.0,1,0.0,0,2026-07-23T01:47:08.413384,
P027,screening_item_clarification,What are examples of social communication and social interaction characteristics related to ASD?,mistral-7b,few_shot,Examples of social communication and social interactions characteristics related to ASD include making little or inconsistent eye,1320.46,1795,20,CDC Signs and Symptoms of Autism Spectrum Disorder,verbatim_source_section_answer,1,nimh_asd_c2|nimh_asd_c1|who_qa_c0|nz_autism_guideline_summary_c20|nice_cg128_features_c12,NIMH Autism Spectrum Disorder|WHO Autism Questions and Answers|Aotearoa New Zealand Autism Guideline Summary|NICE CG128 Appendix Features Suggesting Possible Autism,1.73,1.0,1,0.0,0,2026-07-23T01:47:09.740810,
P028,screening_item_clarification,What are examples of restricted or repetitive behaviors and interests related to ASD?,mistral-7b,few_shot,"Examples of restricted or repetitive interests and behaviors related to ASD include:

* Lining up objects or toys in a particular order
* Repeating certain words, phrases, or actions over and over again
* Having a strong interest in a specific topic or object, such as trains or cars
* Engaging in self-harm or injury-seeking behavior
* Being highly sensitive to changes in routine or environment
* Struggling with transitions between activities or settings
* Having difficulty making friends or understanding social cues
* Displaying intense interests in certain foods or textures
* Having difficulty sleeping or eating due to sensory sensitivities
* Being highly focused on rules, schedules, and routines
* Having difficulty with change or uncertainty
* Being highly organized or detail-oriented
* Having difficulty with executive functioning tasks, such as planning, organizing, and decision-making
* Having difficulty with attention and focus
* Having difficulty with memory and recall
* Having difficulty with language and communication
* Having difficulty with social interaction and relationships
* Having difficulty with empathy and perspective-taking
* Having difficulty with emotional regulation and expression
* Having difficulty with self-awareness and self-monitoring
* Having difficulty with impulse control and self-regulation
* Having difficulty with time management and organization
* Having difficulty with problem-solving and critical thinking
* Having difficulty with creativity and imagination
* Having difficulty with abstract reasoning and conceptualization
* Having difficulty with spatial awareness and navigation
* Having difficulty with visual perception and processing
* Having difficulty with hearing and speech perception and processing
* Being highly sensitive or reactive to stimuli, such as noise, light, or touch
* Being easily overwhelmed or anxious in new or unfamiliar situations
* Being highly sensitive and reactive to criticism or negative feedback
* Being highly sensitive",16299.53,1830,389,CDC Signs and Symptoms of Autism Spectrum Disorder,verbatim_source_section_answer,1,nimh_asd_c2|nimh_asd_c1|nichd_symptoms_c1|nichd_about_c0|nichd_about_c3,NIMH Autism Spectrum Disorder|NICHD What are the symptoms of autism?|NICHD About Autism,1.61,0.931,1,0.0,0,2026-07-23T01:47:26.047464,
P029,treatment_support,What are the types of treatments for autism spectrum disorder?,mistral-7b,few_shot,There is currently no one,760.29,1902,6,CDC Treatment and Intervention for Autism Spectrum Disorder,verbatim_source_section_answer,1,nichd_treatments_c0|nichd_symptoms_c0|nimh_asd_c1|nimh_asd_c2|nz_autism_guideline_summary_c115,NICHD What are the treatments for autism?|NICHD What are the symptoms of autism?|NIMH Autism Spectrum Disorder|Aotearoa New Zealand Autism Guideline Summary,1.65,1.0,1,0.0,0,2026-07-23T01:47:26.814851,
P030,treatment_support,What are behavioral approaches for autism spectrum disorder?,mistral-7b,few_shot,"Behavioral approaches for autism include positive behavior support, which involves understanding the underlying purpose of the child's or young person's behavior and developing strategies to address those needs. Other approaches may also be helpful, such as structured teaching methods, visual schedules, and social stories. It's important to note that every individual with autism is unique, and therefore, their specific needs and response to interventions will vary.",4312.38,1802,88,CDC Treatment and Intervention for Autism Spectrum Disorder,verbatim_source_section_answer,1,nichd_symptoms_c0|nz_autism_guideline_summary_c25|nz_autism_guideline_summary_c71|nichd_treatments_c0|nimh_asd_c0,NICHD What are the symptoms of autism?|Aotearoa New Zealand Autism Guideline Summary|NICHD What are the treatments for autism?|NIMH Autism Spectrum Disorder,1.67,1.0,1,0.0,0,2026-07-23T01:47:31.134354,
P031,general_autism_knowledge,What is the prevalence of ASD?,mistral-7b,few_shot,"According to the Centers for Disease Control and Prevention (CDC), the prevalence of autism spectrum disorder (ASD) is approximately 1 in 33 children aged 8 years old in the United States.",2516.45,1983,48,CDC Data and Statistics on Autism Spectrum Disorder,verbatim_source_section_answer,1,cdc_data_c1|cdc_data_c0|nice_cg128_recommendations_c15|nz_autism_guideline_summary_c48|nz_autism_guideline_summary_c21,CDC Data and Statistics on Autism Spectrum Disorder|NICE CG128 Recognition Referral and Diagnosis Recommendations|Aotearoa New Zealand Autism Guideline Summary,1.63,1.0,1,0.0,0,2026-07-23T01:47:33.657708,
P032,general_autism_knowledge,What Is Prevalence?,mistral-7b,few_shot,"Prevalence refers to the number of cases of a particular disease, condition, or phenomenon within a specific population during a given period of time. It is typically expressed as a percentage or a rate per unit of time, such as per 100,000 people per year.",2980.88,1815,60,CDC Data and Statistics on Autism Spectrum Disorder,verbatim_source_section_answer,1,nz_autism_guideline_summary_c48|nimh_asd_c0|nz_autism_guideline_summary_c47|who_qa_c0|nichd_symptoms_c5,Aotearoa New Zealand Autism Guideline Summary|NIMH Autism Spectrum Disorder|WHO Autism Questions and Answers|NICHD What are the symptoms of autism?,1.61,1.0,1,0.0,0,2026-07-23T01:47:36.645370,
P033,general_autism_knowledge,What are key points about autism spectrum disorder in teenagers and adults?,mistral-7b,few_shot,"Key points about autism spectrum disorders in teenagers and adults include:

* Autism spectrum disorders (ASD) are a group of neurodevelopmental conditions characterized by difficulties with social communication, restricted interests, and repetitive behaviors.
* While ASD can be diagnosed at any stage of life, it is typically diagnosed during childhood.
* The symptoms of ASD can vary widely among individuals, making it difficult to diagnose based solely on behavior.
* There are several screening tools available, including the Q-CHAT and M-CHAT, which can help identify individuals who may be at risk for ASD.
* However, a screening result does not confirm a diagnosis of ASD, and a thorough clinical assessment is necessary for a definitive diagnosis.
* Early intervention and support can greatly improve outcomes for individuals with ASD.",7736.84,1975,175,CDC Autism Spectrum Disorder in Teenagers and Adults,verbatim_source_section_answer,1,nice_cg128_overview_c0|nichd_symptoms_c0|nimh_asd_c0|nichd_about_c0|nz_autism_guideline_summary_c114,NICE CG128 Autism Spectrum Disorder in Under 19s Overview|NICHD What are the symptoms of autism?|NIMH Autism Spectrum Disorder|NICHD About Autism|Aotearoa New Zealand Autism Guideline Summary,1.72,1.0,1,0.0,0,2026-07-23T01:47:44.389500,
P034,general_autism_knowledge,What has a CDC study estimated about ASD prevalence among adults?,mistral-7b,few_shot,The CDC study estimated that about 1 in 100 adults had autism spectrum disorder.,1404.23,1876,22,CDC Autism Spectrum Disorder in Teenagers and Adults,verbatim_source_section_answer,1,cdc_data_c0|who_qa_c2|cdc_data_c1|nimh_asd_c2|who_qa_c7,CDC Data and Statistics on Autism Spectrum Disorder|WHO Autism Questions and Answers|NIMH Autism Spectrum Disorder,1.69,1.0,1,0.0,0,2026-07-23T01:47:45.800657,
P035,general_autism_knowledge,What is autism?,mistral-7b,few_shot,"Autism is a neurological disorder that affects how people communicate, interact socially, learn, and behave, according to the National Institute of Mental Health (NIMH). It is typically diagnosed in the first two years",2485.2,1788,47,WHO Autism Questions and Answers,verbatim_source_answer,1,nimh_asd_c0|who_qa_c0|nz_autism_guideline_summary_c48|nz_autism_guideline_summary_c47|who_qa_c1,NIMH Autism Spectrum Disorder|WHO Autism Questions and Answers|Aotearoa New Zealand Autism Guideline Summary,1.73,1.0,1,0.0,0,2026-07-23T01:47:48.292792,
P036,general_autism_knowledge,How common is autism?,mistral-7b,few_shot,"The sources indicate that the estimated prevalence of autism is around 1 in 30 children aged 8 years old, based on the 1 in 33 figure from 2022. However, this number can vary depending on the study and population being considered.",3098.47,1826,59,WHO Autism Questions and Answers,verbatim_source_answer,1,who_qa_c1|cdc_data_c4|cdc_data_c3|nimh_asd_c0|who_qa_c0,WHO Autism Questions and Answers|CDC Data and Statistics on Autism Spectrum Disorder|NIMH Autism Spectrum Disorder,1.64,1.0,1,0.0,0,2026-07-23T01:47:51.397741,
P037,general_autism_knowledge,Do autistic people also have an intellectual disability?,mistral-7b,few_shot,"No, autistic people do not necessarily have an intellectual disability. However, the level of intellectual functioning can vary greatly among autistic people and range from profound impairments to high-functioning individuals.",2185.16,1792,42,WHO Autism Questions and Answers,verbatim_source_answer,1,who_qa_c2|who_qa_c1|nz_autism_guideline_summary_c87|nice_cg128_recommendations_c10|nice_cg128_recommendations_c35,WHO Autism Questions and Answers|Aotearoa New Zealand Autism Guideline Summary|NICE CG128 Recognition Referral and Diagnosis Recommendations,1.74,1.0,1,0.0,0,2026-07-23T01:47:53.590837,
P038,recognition_and_diagnosis,How early can autism be recognized in children?,mistral-7b,few_shot,"Autism can be recognized in children as early as 12 months old, although diagnosis is generally possible by age 2. Signs of autism include delay in the development or regression of language and social skills, and repetitive behaviors.",2666.31,1770,51,WHO Autism Questions and Answers,verbatim_source_answer,1,who_qa_c2|nice_cg128_recommendations_c10|nichd_early_intervention_c0|nice_cg128_recommendations_c9|nz_autism_guideline_summary_c46,WHO Autism Questions and Answers|NICE CG128 Recognition Referral and Diagnosis Recommendations|NICHD Early Intervention for Autism|Aotearoa New Zealand Autism Guideline Summary,1.58,1.0,1,0.0,0,2026-07-23T01:47:56.263690,
P039,caregiver_support,"What can parents and other caregivers do to help an autistic child enjoy opportunities to grow, learn and access care?",mistral-7b,few_shot,Parents and other care,757.86,1838,6,WHO Autism Questions and Answers,verbatim_source_answer,1,who_qa_c3|who_qa_c2|nichd_symptoms_c1|nz_autism_guideline_summary_c55|nz_autism_guideline_summary_c79,WHO Autism Questions and Answers|NICHD What are the symptoms of autism?|Aotearoa New Zealand Autism Guideline Summary,1.71,1.0,0,0.0,0,2026-07-23T01:47:57.028701,
P040,general_autism_knowledge,What causes autism?,mistral-7b,few_shot,"Scientists do not know exactly what causes autistic spectrum disorder (ASD), and it is likely that there is not one single cause but rather a combination of causes. Factors that are associated with an",2266.18,1816,43,WHO Autism Questions and Answers,verbatim_source_answer,1,nichd_causes_c0|who_qa_c4|nichd_causes_c4|nimh_asd_c6|nimh_asd_c5,NICHD What causes autism?|WHO Autism Questions and Answers|NIMH Autism Spectrum Disorder,1.68,1.0,1,0.0,0,2026-07-23T01:47:59.301698,
