run,model_id,condition,rag_enabled,prompt_id,recorded_prompt_tokens,rebuilt_prompt_tokens,completion_tokens,was_copying,continuation_banned,banned_token_count,response_tail
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P027,820,820,227,False,False,0,with empathy and understanding social consequences of actions.
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P028,821,821,173,False,False,0,highly sensitive to changes in routine or environment.
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P029,817,817,315,False,False,0,intervention is key to achieving the best outcomes.
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P030,816,816,306,False,False,0,and promoting positive interactions between parents and children.
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P031,814,814,142,False,False,0,may not reflect the true prevalence of ASD.
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P032,811,811,76,False,False,0,estimated to be around 1 in 59 individuals.
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P033,820,820,371,False,False,0,others about ASD to promote understanding and acceptance.
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P034,820,820,43,False,False,0,(ASD) are adults aged 18 years and older.
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P035,810,810,45,False,False,0,individuals and can range from mild to severe.
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P036,811,811,46,False,False,0,underestimate due to difficulties in diagnosis and recognition.
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P037,815,815,105,False,False,0,differently and can range from mild to severe.
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P038,815,815,102,False,False,0,disorder and the need for a thorough evaluation.
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P039,830,830,353,False,False,0,needs and preferences and tailor your approach accordingly.
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P040,810,810,96,False,False,0,this increased risk are not yet fully understood.
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P041,816,816,138,False,False,0,medicine when making decisions about health and wellbeing.
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P042,815,815,111,False,False,0,a developmentally trained pediatrician or psychologistspecializing in autism.
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P043,828,828,164,False,False,0,can greatly improve outcomes for individuals with autism.
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P044,830,830,84,False,False,0,"psychologists, who can conduct a more comprehensive evaluation."
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P045,823,823,363,False,False,0,seeking advice can be helpful during this time.
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P046,829,829,166,False,False,0,evaluate your child's needs and provide appropriate support.
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P047,826,826,145,False,False,0,if your child screens positively for possible concerns.
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P048,819,819,92,False,False,0,identifying all types of developmental disorders or delays.
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P049,815,815,383,False,False,0,ensure your child receives the best care possible.
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P050,813,813,121,False,False,0,the potential impact of premature birth on development.
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P051,827,827,23,True,True,1,(Modified Checklist for Autism in Toddlers) and M-CHAT
phase1_mistral-7b_few_shot_20260723_131919.csv,mistral-7b,few_shot,0,P052,826,826,115,False,False,0,at risk for autism or other developmental conditions.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P001,1757,1809,22,True,True,1,"not cause autism spectrum disorder. Many large, high"
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P002,1774,1826,51,False,False,0,to more children receiving appropriate evaluations and services.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P003,1797,1849,104,False,False,0,specialists such as speech therapists or occupational therapists.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P004,1835,1887,155,False,False,0,"may include medications, dietary changes, and lifestyle modifications."
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P005,1747,1799,85,False,False,0,based on a screening tool or test result.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P006,1891,1943,7,True,True,1,Regressive enceph
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P007,1914,1966,81,False,False,0,fully understand the relationship between these two conditions.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P008,1872,1924,90,False,False,0,and its potential implications for treatment and prevention.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P009,1721,1773,118,False,False,0,a healthcare provider for personalized advice and guidance.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P010,2015,2067,110,False,False,0,"cognitive assessments, not based on mitochondrial testing results."
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P011,1838,1890,35,False,False,0,"child's health, please consult with a healthcare professional."
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P012,1933,1985,101,False,False,0,the first two years of a person's life.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P013,1816,1868,86,False,False,0,not everyone who has these factors develops ASC.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P014,1775,1827,87,False,False,0,qualified clinician is necessary for a definitive diagnosis.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P015,1817,1869,7,True,True,1,During general developmental screening during
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P016,1896,1948,136,True,True,1,accurately detect and diagnoose ASD as early as
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P017,1785,1837,55,False,False,0,or a healthcare provider who specializes in AS.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P018,1771,1823,92,False,False,0,"psychologist with experience in ASD, conducts the evaluation."
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P019,1789,1841,74,True,True,1,"needs and challenges, while also helping them learn"
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P020,1733,1785,36,True,True,1,few suggestions: * Visit the Centers for Disease
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P021,1836,1888,10,False,False,0,Hello! How can I assist you today?
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P022,1816,1868,40,False,False,0,contribute to its onset during early brain development.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P023,1766,1818,105,False,False,0,can greatly improve a person's quality of life.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P024,1782,1834,6,True,True,1,There is currently no one
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P025,1827,1879,10,False,False,0,Hello! How can I assist you today?
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P026,1911,1963,19,True,True,1,you understand autism screening tools such as Q-CHAT-
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P027,1795,1847,20,True,True,1,to ASD include making little or inconsistent eye
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P028,1830,1882,389,False,False,3,criticism or negative feedback * Being highly sensitive
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P029,1902,1954,6,True,True,1,There is currently no one
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P030,1802,1854,88,False,False,0,specific needs and response to interventions will vary.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P031,1983,2035,48,False,False,0,aged 8 years old in the United States.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P032,1815,1867,60,False,False,0,"time, such as per 100,000 people per year."
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P033,1975,2027,175,False,False,0,can greatly improve outcomes for individuals with ASD.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P034,1876,1928,22,False,False,0,1 in 100 adults had autism spectrum disorder.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P035,1788,1840,47,True,True,1,is typically diagnosed in the first two years
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P036,1826,1878,59,False,False,0,depending on the study and population being considered.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P037,1792,1844,42,False,False,0,and range from profound impairments to high-functioning individuals.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P038,1770,1822,51,False,False,0,"of language and social skills, and repetitive behaviors."
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P039,1838,1890,6,True,True,1,Parents and other care
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P040,1816,1868,43,True,True,1,of causes. Factors that are associated with an
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P041,1800,1852,21,False,False,0,"that vaccinations do not cause autism, despite misconceptions."
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P042,1798,1850,37,True,True,1,"checkup. Additionally, if you are concerned about your"
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P043,1881,1933,41,False,False,0,child and determine if further evaluation is necessary.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P044,1848,1900,75,False,False,0,to discuss these with your child's healthcare professional.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P045,1809,1861,86,False,False,0,solely to make decisions about your child's development.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P046,1872,1924,74,True,True,1,specialist. One option is to determine whether your
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P047,1735,1787,83,False,False,0,further behind their peers. Immediate action is recommended.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P048,1863,1915,21,True,True,1,and the M- CHAT- R/F were designed to
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P049,1828,1880,56,False,False,0,intervention services and resources available in your area.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P050,1696,1748,24,False,False,0,prematurity when using screening tools like the M-CHAT.
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P051,1871,1923,21,False,False,0,"states that ""Any professional can offer the questionn"
phase1_mistral-7b_few_shot_rag5_20260723_134829.csv,mistral-7b,few_shot,1,P052,1908,1960,30,True,True,3,"the Follow-Up interview. However, if the Follow-Up interview"
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P001,287,287,98,False,False,0,"serious diseases, and they do not cause autism."
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P002,284,284,90,False,False,0,"remains relatively low, around 1 in 54 children."
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P003,283,283,89,False,False,0,"with experience in neurodevelopmental disorders, for an evaluation."
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P004,285,285,158,False,False,0,"include medications, supplements, dietary changes, and other therapies."
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P005,289,289,111,False,False,0,"of healthcare professionals, including psychologists, neurologists, and geneticists."
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P006,287,287,74,True,True,1,or moving. The exact cause of regressive ence
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P007,290,290,102,False,False,0,many children with encephalopathie do not develop autism.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P008,296,296,214,False,False,1,"role in communication between neurons. However, it's important"
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P009,289,289,16,True,True,1,support the idea that vaccines cause or w
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P010,295,295,107,False,False,0,"autism may have mitochondrial disease, many do not."
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P011,289,289,135,True,True,2,even if your child does have a mitochondrial
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P012,282,282,73,False,False,0,differently and can range from mild to severe.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P013,280,280,105,False,False,0,"therapy, education, and support from family and community."
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P014,281,281,104,False,False,0,determine if further testing or intervention is needed.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P015,289,289,104,False,False,0,on so that appropriate interventions can be recommended.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P016,283,283,89,False,False,0,involves multiple appointments over several weeks or months.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P017,288,288,181,False,False,0,a definitive diagnosis based on all available evidence.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P018,283,283,163,False,False,0,ASD and provide guidance on appropriate treatment options.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P019,285,285,362,False,False,0,apps that help with organization and time management.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P020,284,284,307,False,False,0,"Ode to the Human Brain"" by Oliver Sacks."
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P021,278,278,78,False,False,0,develop their skills and reach their full potential.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P022,280,280,85,False,False,0,is needed to fully understand the underlying causes.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P023,283,283,173,False,False,0,autism may not exhibit all of these characteristics.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P024,283,283,406,False,False,0,used under the guidance of a healthcare professional.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P025,282,282,105,False,False,0,course of treatment for an individual with ASD.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P026,282,282,21,True,True,1,you understand autism screening tools like the Q-CHAT
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P027,290,290,287,False,False,0,difficult to adapt to changes and unexpected events.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P028,291,291,172,False,False,0,"tasks (such as planning, organizing, and problem solving)."
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P029,287,287,273,False,False,0,best course of action for your loved one.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P030,286,286,300,False,False,0,evidence-based interventions and providing ongoing support and guidance.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P031,284,284,131,False,False,0,may be higher due to underreporting and underdiagnosis.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P032,281,281,88,False,False,0,say that the prevalence of ASD is 1%.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P033,290,290,280,False,False,0,"members, observations of the individual, and various assessments."
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P034,290,290,77,False,False,0,and the prevalence may be different for adults.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P035,280,280,75,False,False,0,They may also have repetitive behaviors and interests.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P036,281,281,71,False,False,0,and misidentification of individuals on the autism spectrum.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P037,285,285,72,False,False,0,condition that affects cognitive function and academic performance.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P038,285,285,98,False,False,0,"milestones, and expert evaluation by a qualified clinician."
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P039,300,300,287,False,False,0,online communities can provide valuable connections and resources.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P040,280,280,56,False,False,0,is needed to fully understand the underlying causes.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P041,286,286,103,False,False,0,a cause-and-effect relationship between vaccines and autistic disorders.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P042,285,285,213,False,False,0,or referral to a specialist for further evaluation.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P043,298,298,218,False,False,0,"understanding, and support, regardless of their potential diagnosis."
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P044,300,300,126,False,False,0,always best to consult with a healthcare provider.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P045,293,293,175,False,False,0,make a big difference in a child's development.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P046,299,299,168,False,False,0,services or interventions tailored to their individual needs.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P047,296,296,100,False,False,0,"support, which can negatively impact your child's development."
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P048,289,289,81,False,False,0,a negative result doesn't rule it out entirely.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P049,285,285,120,False,False,0,child receives the best possible support and care.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P050,283,283,81,False,False,0,more accurate representation of their risk for autism.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P051,297,297,123,False,False,0,may require further evaluation by a qualified clinician.
phase1_mistral-7b_zero_shot_20260723_131342.csv,mistral-7b,zero_shot,0,P052,296,296,123,False,False,0,ensure your child receives appropriate support and resources.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P001,1227,1279,22,True,True,1,"not cause autism spectrum disorder. Many large, high"
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P002,1244,1296,16,True,True,1,children being diagnosed with autism spectrum disorder (AS
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P003,1267,1319,60,True,True,1,of symptoms within the first two years of
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P004,1305,1357,36,False,False,0,me with more context or clarify your question?
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P005,1217,1269,105,False,False,0,a healthcare professional for personalized advice and guidance.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P006,1361,1413,19,True,True,1,"the sources provided do not mention ""regressive enceph"
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P007,1384,1436,150,False,False,0,diagnosis or explanation for every case of ASD.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P008,1342,1394,169,False,False,0,mitochondonrial disease and other disorders of the brain.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P009,1191,1243,15,True,True,1,evidence to suggest that vaccines cause or w
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P010,1485,1537,86,False,False,0,to discuss these with your child's healthcare provider.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P011,1308,1360,40,False,False,0,for information regarding mitochondrial diseases and testing options.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P012,1403,1455,86,False,False,0,"behaviors, and challenges with functioning in daily life."
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P013,1286,1338,41,False,False,0,brain development and increase the likelihood of autism.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P014,1245,1297,230,False,False,0,diagnosis of ASD based on a comprehensive evaluation.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P015,1287,1339,7,True,True,1,During general developmental screening during
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P016,1366,1418,77,True,True,1,"behavior, an in-depth conversation with caregivers about the"
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P017,1255,1307,127,False,False,0,"made, and recommendations for treatment may be provided."
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P018,1241,1293,89,False,False,0,"psychologist with experience in ASC, conducts the evaluation."
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P019,1259,1311,29,True,True,1,"(ASD). It is recommended that these interventions, services,"
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P020,1203,1255,36,True,True,1,few suggestions: * Visit the Centers for Disease
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P021,1306,1358,10,False,False,0,Hello! How can I assist you today?
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P022,1286,1338,48,False,False,0,of the causes of autism spectrum disorder (ASC).
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P023,1236,1288,128,False,False,0,child's healthcare provider about autism screening and evaluation.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P024,1252,1304,54,True,True,1,to highly structured and specialized interventions. The most
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P025,1297,1349,48,False,False,0,Health and Human Development (NICHD) for up-to-date information.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P026,1381,1433,10,False,False,0,Hello! How can I assist you today?
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P027,1265,1317,20,True,True,1,to ASD include making little or inconsistent eye
